id,sentence_en,sentence_zh,grammar,new_words,extend_words,extend_note,phrases,review_note,covered_ids
51,"Winter is snowy and stormy; at zero degrees the heating and the fire are on, and Tom skis on the snow — I skate on the ice inside the sports hall!",冬天多雪又多风暴；零度时暖气和炉火都开着，Tom 在雪地上滑雪——我在体育馆里溜冰！,at zero degrees 表示“零度”，degree 用复数形式。ski 和 skate 都是动词：ski on the snow（在雪上滑雪）、skate on the ice（在冰上滑冰）。heating 是暖气，fire 是炉火。,winter|/'wintə/|n|冬季，冬天; snowy|/'snəui/|adj|下雪的；多雪的; stormy|/'stɒ:mi/|adj|有暴风雨的; degree|/di'gri:/|n|程度，度数，学位; heating|/'hi:tiŋ/|n|供暖，暖气设备; fire|/'faiə/|n|火，炉火，电炉; ski|/ski:/|v|滑雪; snow|/snəu/|n & v|雪；下雪; skate|/skeit/|v|滑冰，滑旱冰; ice|/ais/|n|冰,skiing|/'ski:iŋ/|n|滑雪（运动）; ice skating|/ais ˈskeɪtɪŋ/|n|滑冰; skating|/'skeitiŋ/|n|滑冰（活动）; snowboard|/'snəubɔ:d/|n|滑雪板; snowboarding|/ˈsnəʊbɔ:dɪŋ/|n|单板滑雪，滑板滑雪，滑雪板 || thunderstorm|/'θʌndəstɒ:m/|n|雷暴，雷雨; temperature|/'temprətʃə/|n|温度；体温; raincoat|/'reinkəut/|n|雨衣,冬季运动（锚词：ski）；风暴家族（锚词：stormy）,in winter|在冬天; zero degrees|零度; on the ice|在冰面上,今日回读：请重新朗读背诵第 21、36、44、47、49、50 天的句子。复现 sport（第 22 天）、hall（第 2 天）、inside（第 41 天）。,"324,467,595,635,637,1041,1156,1158,1159,1160,1173,1174,1175,1176,1225,1278,1319,1470"
52,"Aunt Kate's flat is upstairs: we go up the stairs, and a lift takes us to the apartment; the bath, shower, mirror and curtains are new — I go downstairs!",Kate 姑姑的公寓在楼上：我们爬楼梯上去，电梯也能把我们送到那套公寓；浴缸、淋浴、镜子和窗帘都是新的——我要下楼啦！,upstairs / downstairs 是副词，前面不加介词：go upstairs、go downstairs。flat 和 apartment 意思相同（英式常用 flat，美式常用 apartment）。,flat|/flæt/|n|公寓，单元房; upstairs|/'ʌp'steəz/|adv|在楼上; stairs|/steəz/|n pl|楼梯; lift|/lift/|n|电梯；举起; apartment|/ə'pɑ:tmənt/|n|房间，公寓; bath|/bæθ.bɑ:θ/|n|沐浴，浴室; shower|/'ʃauə/|n|阵雨；淋浴; mirror|/'mirə/|n|镜子; curtains|/'kɜ:tənz/|n|窗帘; downstairs|/'daun'steəz/|adv|在楼下,soap|/səup/|n|肥皂; towel|/'tauəl/|n|毛巾; toothbrush|/'tu:θbrʌʃ/|n|牙刷; shampoo|/ʃæm'pu:/|v & n|洗发水；洗头发,洗漱用品（锚词：bath）,go upstairs|上楼; the bath and the shower|浴缸和淋浴; new curtains|新窗帘,今日回读：请重新朗读背诵第 22、37、45、48、50、51 天的句子。复现 Aunt Kate（白名单）、take（第 46 天）、go（第 13 天）。,"57,97,305,359,477,731,804,1116,1135,1178,1211,1342,1349,1401"
53,"During the morning we cook: Mother boils rice, fries fish and roasts meat in the cooker; I grill vegetables, bake a cake, cut bread and wash up the dishes.",早上我们做饭：妈妈煮米饭、煎鱼，还在炉灶上烤肉；我炙烤蔬菜、烘烤蛋糕、切面包，还洗碗。,做饭的动词：boil（煮）、fry（煎）、roast（烤肉）、grill（炙烤）、bake（烘烤）。cook 是“做饭”，cooker 是“炉灶”，只差一个字母，别混用。,during|/'djuəriŋ/|prep|在...的时候; cook|/kuk/|n & v|厨师；烹饪，煮; boil|/bɒil/|v|煮沸，烧开; fry|/frai/|v|油炸，煎; roast|/rəust/|v & adj|烤，炙; cooker|/'kukə/|n|炊具，炉灶; grill|/gril/|v|烤，烧烤; bake|/beik/|v|烤；烘焙; cut|/kʌt/|v|切，割，减少; wash up|/wɒʃ ʌp/|phr v|洗餐具；洗手洗脸; dish|/diʃ/|n|盘子，碟子；菜肴,fried|/fraid/|adj|油炸的; grilled|/grild/|adj|烤的,烹饪方式（锚词：fry）,cook the dinner|做饭; wash up the dishes|洗碗; in the cooker|在炉灶上,今日回读：请重新朗读背诵第 23、38、46、49、51、52 天的句子。复现 morning（第 13 天）、Mother（第 3 天）、cake（第 29 天）。,"88,134,280,281,307,347,373,507,513,560,561,1067,1428"
54,"In Seaview there is a lot of fast food: pizza, chips, sausages and sandwiches; at home we have pasta, steak, pie, pancakes, an omelette, and toast and cereal for breakfast.",在 Seaview 有很多快餐：比萨、薯条、香肠和三明治；在家我们吃意大利面、牛排、馅饼、薄煎饼、煎蛋卷，早餐吃吐司和麦片。,there is a lot of… 表示“有很多……”（food 是不可数名词）。列举食物用逗号隔开，最后一项前加 and；chips、sandwiches、pancakes 用复数。,fast food|/fɑ:st fu:d/|n|速食，快餐; pizza|/'pi:tsə/|n|比萨饼; chips|/tʃips/|n pl|炸薯条; sausage|/'sɒsidʒ/|n|香肠; sandwich|/'sændwitʃ/|n|三明治; pasta|/'pæstə/|n|意大利面食; steak|/steik/|n|牛排，肉排; pie|/pai/|n|馅饼；派; pancake|/'pænkeik/|n|薄煎饼; omelette|/'ɒmlit/|n|煎蛋卷，炒蛋; toast|/təust/|n|烤面包片；吐司; cereal|/'siəriəl/|n|谷类早餐；麦片,,,fast food|快餐; a steak|一块牛排; toast and cereal|吐司和麦片,今日回读：请重新朗读背诵第 24、39、47、50、52、53 天的句子。复现 Seaview（第 1 天）、home（第 1 天）、breakfast（第 13 天）。,"214,232,446,897,926,939,967,974,1086,1088,1218,1332"
55,"At the restaurant the waiter brings the menu and I order the main course; the waitress brings a plate, bowl, fork, knife and spoon, and the customer pays the bill.",在餐馆里，服务员拿来菜单，我点了主菜；女服务员端来盘子、碗、叉子、刀和勺子，顾客付账。,order 是“点餐”，the main course 是主菜。waiter 是男服务员，waitress 是女服务员，customer 是顾客。bring sb sth：brings the menu（拿来菜单）。,restaurant|/'restərɒŋ/|n|餐馆，饭店; waiter|/'weitə/|n|服务员; menu|/'menju:/|n|菜单; order|/'ɒ:də/|n|顺序；命令；订购; main course|/mein kɒ:s/|n|主菜; waitress|/'weitris/|n|女服务员; plate|/pleit/|n|盘子，碟子; bowl|/bəul/|n|碗; fork|/fɒ:k/|n|叉子，餐叉; knife|/naif/|n|刀，小刀; spoon|/spu:n/|n|勺子，汤匙; customer|/'kʌstəmə/|n|顾客; bill|/bil/|n|帐单，清单，钞票,cup|/kʌp/|n|杯子; glass|/glɑ:s/|n & adj|玻璃，玻璃杯，透镜; bottle|/'bɒtl/|n|瓶子，酒瓶,餐具补充（锚词：plate）,at the restaurant|在餐馆; the main course|主菜; pay the bill|付账,今日回读：请重新朗读背诵第 25、40、48、51、53、54 天的句子。复现 bring（第 46 天）、pay（第 35 天）、table（第 4 天）。,"121,146,148,303,306,493,535,701,763,788,909,980,1058,1203,1419,1420"
56,"On Saturday I help with the housework: I tidy up my dirty room, clean and wash clothes; our cleaner is single, but Mother and Father are husband and wife.",周六我帮忙做家务：我收拾自己脏乱的房间，又打扫又洗衣服；我们的清洁工是单身，而妈妈和爸爸是夫妻。,tidy up 是“收拾整齐”，tidy 也可以单独用。husband and wife 是固定搭配（夫妻），single 表示“单身的”。help with 后面接要做的事。,help|/help/|v|帮助，有用，帮忙; housework|/'hauswɜ:k/|n|家务; tidy|/'taidi/|adj & v|整齐的；整理; tidy up|/'taidi ʌp/|v|整理，收拾; dirty|/'dɜ:ti/|adj|脏的; clean|/kli:n/|adj & v|干净的，清理，被搞干净; wash|/wɒʃ/|v|洗，洗涤; cleaner|/'kli:nə/|n|清洁工; single|/'siŋgl/|adj|单身的；单一的; husband|/'hʌzbənd/|n|丈夫; wife|/waif/|n|妻子,brush|/brʌʃ/|n & v|刷子；刷; comb|/kəum/|n|梳子,清洁工具（锚词：clean）,do the housework|做家务; tidy up my room|收拾我的房间; husband and wife|夫妻,今日回读：请重新朗读背诵第 26、41、49、52、54、55 天的句子。复现 Saturday（第 15 天）、room（第 2 天）、clothes（第 33 天）。,"164,247,248,271,344,599,626,633,1145,1322,1323,1427,1461"
57,Tomorrow I will post a letter and a postcard at the post office: the envelope needs a stamp; the postman will help; the bank is next to the police station.,明天我要去邮局寄一封信和一张明信片：信封需要贴邮票，邮递员会帮忙；银行就在警察局旁边。,will + 动词原形表示将来：I will post… / the postman will help。post 是“邮寄”，postman 是邮递员，post office 是邮局；next to 表示“紧挨着”。,will|/wil/|v|将要；愿意; post|/pəust/|v & n|邮政，邮件；邮寄; letter|/'letə/|n|信；字母; postcard|/'pəustkɑ:d/|n|明信片; post office|/pəust 'ɒfis/|n|邮局; envelope|/'envələup/|n|信封; stamp|/stæmp/|n|邮票；印章; postman|/'pəustmən/|n|邮递员; bank|/bæŋk/|n|银行，堤，岸; police|/pə'li:s/|n|警察; police station|/pə'li:s 'steiʃən/|n|警察局，派出所,police officer|/pəˈli:s ˈɔfisə/|n|警察; police car|/pə'li:s kɑ:/|n|警车,警察家族（锚词：police）,post a letter|寄信; at the post office|在邮局; next to the bank|紧挨着银行,今日回读：请重新朗读背诵第 27、42、50、53、55、56 天的句子。复现 tomorrow（第 30 天）、next to（第 41 天）、help（第 56 天）。,"92,405,725,990,991,992,993,999,1000,1002,1003,1212,1463"
58,"In the town square there is a museum, a theatre, a cathedral, a church, a castle and a stadium; the firefighters and the fire station are next to it.",镇上的广场上有博物馆、剧院、大教堂、教堂、城堡和体育场；消防员和消防站就在它旁边。,"there is 后面可以接一串并列名词，逐个介绍：there is a museum, a theatre…。fire station 是消防站，firefighter 是消防员。next to it 里的 it 指前面的 the town square。",square|/skweə/|n & adj|正方形；广场; museum|/mju:'ziəm/|n|博物馆; theatre|/ˈθɪətə/|n|剧院，剧场; cathedral|/kə'θi:drəl/|n|大教堂; church|/tʃɜ:tʃ/|n|教堂，礼拜，教会; castle|/'kæsl. 'kɑ:sl/|n|城堡; stadium|/'steidiəm/|n|体育场; firefighter|/ˈfaɪəfaɪtə(r)/|n|消防员; fire station|/'faiə 'steiʃən/|n|消防站,cinema|/'sinəmə/|n|电影院，电影; disco|/'diskəu/|n|迪斯科舞厅; exhibition|/.eksi'biʃən/|n|展览，展览会,文化场所（锚词：theatre）,the town square|城镇广场; a fire station|消防站; next to it|在它旁边,今日回读：请重新朗读背诵第 28、43、51、54、56、57 天的句子。复现 town（第 1 天）、next to（第 41 天）。,"204,207,236,237,345,424,468,469,833,1207,1208,1293"
59,"In the careers lesson we read about work and jobs: a boss, a manager, a secretary, a colleague, a worker, a businessman and a businesswoman — and my mother's occupation!",在职业课上我们读到关于工作和职业的内容：老板、经理、秘书、同事、工人、男商人和女商人——还有我妈妈的职业！,career 指“职业、事业”，job 指“具体的工作”。worker 由 work + -er 构成，businessman / businesswoman 是男、女商人。,career|/kə'riə/|n|职业，事业; work|/wɜ:k/|n & v|工作，劳动; job|/dʒɒb/|n|工作，零活，职业; boss|/bɒs/|n|老板，上司; manager|/'mænidʒə/|n|经理; secretary|/'sekrətəri/|n|秘书; colleague|/'kɒli:g/|n|同事，同僚; worker|/'wɜ:kə/|n|工人；工作者; businessman|/'biznismæn/|n|商人，企业家; businesswoman|/'bizniswjmæn/|n|女商人，女企业家; occupation|/.ɒkju'peiʃən/|n|职业，工作,assistant|/ə'sistənt/|n|助手，助理，助教; shop assistant|/ʃɔp əˈsistənt/|n|店员; receptionist|/ri'sepʃənist/|n|接待员,助理与店员（锚词：boss）,read about jobs|读关于工作的内容; a boss and a manager|老板和经理; my mother's occupation|我妈妈的职业,今日回读：请重新朗读背诵第 29、44、52、55、57、58 天的句子。复现 lesson（第 11 天）、read（第 21 天）、mother（第 3 天）。,"71,144,171,172,195,267,681,767,886,1051,1103,1126,1479,1480"
60,"For my project I write about jobs: my father is an engineer, Sam is a footballer, Lily is a tennis player; the nurse, writer, journalist, photographer, musician and painter work.",为了我的课题，我写关于工作的内容：我爸爸是工程师，Sam 是足球运动员，Lily 是网球运动员；护士、作家、记者、摄影师、音乐家和画家都在工作。,表示职业：an engineer、a footballer、a tennis player。说“某人做什么工作”常用 be 动词：my father is an engineer。,engineer|/.endʒi'niə/|n|工程师，工兵; footballer|/'futbɒ:lə/|n|足球运动员; tennis player|/ˈtenis ˈpleɪə/|n|网球运动员; nurse|/nɜ:s/|n|护士; writer|/'raitə/|n|作家; journalist|/'dʒɜ:nəlist/|n|新闻记者; photographer|/fə'tɔgrəfə/|n|摄影师; musician|/mju:'ziʃən/|n|音乐家，乐师，作曲家; painter|/'peintə/|n|画家；油漆工,mechanic|/mi'kænik/|n|机械工，技工; chemist|/'kemist/|n|药剂师；化学家; hairdresser|/'heədresə/|n|美发师，理发师; gardener|/'gɑ:dənə/|n|园丁；园艺工人; guide|/gaid/|n|向导，导游；指南; tour guide|/tuə gaid/|n|导游,手艺与服务（锚词：nurse）,my father is an engineer|我爸爸是工程师; a tennis player|网球运动员; write about jobs|写关于工作的内容,今日回读：请重新朗读背诵第 30、45、53、56、58、59 天的句子。复现 project（第 20 天）、father（第 3 天）、Sam、Lily（第 12 天）、work（第 59 天）。,"226,400,488,521,567,573,683,783,835,885,924,962,1281,1346,1487"
61,"Christmas is my favourite festival: I give every member of the family a card with a star and lights, and write 'congratulations, wishes for the New Year, yours sincerely, Lucy'.",圣诞节是我最喜欢的节日：我给家里每个人都送一张卡片，上面有星星和彩灯，并写上“祝贺、新年祝福，谨启，露西”。,本句用一般现在时讲圣诞节的做法：give every member a card 是 give sb sth（给某人某物）的双宾语结构；and 连接 give 与 write 两个并列动作；引号里是贺卡上的文字，英文贺卡或信件结尾常用 Yours sincerely 再署名。,Christmas|/'krisməs/|n|圣诞节; festival|/'festəvəl/|n|节日，庆祝，欢宴; give|/giv/|v|给，交给; member|/'membə/|n|成员，会员; card|/kɑ:d/|n|卡片，纸牌，节目单; star|/stɑ:/|n & v|星，恒星；明星; lights|/laits/|n pl|灯（复数）; congratulations|/kənˌɡrætʃʊˈleɪʃnz/|exclam|祝贺！恭喜！; wishes|/wiʃiz/|n pl|祝愿，祝福; New Year|/'nju:'jɜ:/|n|新年; sincerely|/sin'siəli/|adv|真诚地,Easter|/'i:stə/|n|复活节; wedding|/'wediŋ/|n|婚礼 || dear|/'diə/|adj|亲爱的；贵的,节日与庆典（锚词：Christmas）；贺卡用语（锚词：card）,Christmas card|圣诞贺卡; New Year wishes|新年祝福; Yours sincerely|（信件结尾）谨启,今日回读：请重新朗读背诵第 31、46、54、57、59、60 天的句子。复现旧词：favourite（第 12 天）、family（第 3 天）、every（第 17 天）、write（第 21 天）、yours（第 18 天）。,"194,235,278,321,381,452,533,733,787,855,1142,1214,1438,1472"
62,"My grandfather — Granddad — and my grandmother are my grandparents; Tom is their grandson, cousin Ella is their granddaughter, and I am their grandchild; we are our uncle's nephew and niece.",我的祖父（我平时叫他 Granddad）和我的祖母就是我的祖父母；汤姆是他们的孙子，表妹埃拉是他们的孙女，我是他们的孙辈；而我们俩是叔叔的侄子和侄女。,本句用一般现在时介绍家人关系。破折号中间的 Granddad 是同位语，说明 grandfather 就是平时叫的“爷爷”——祖父只有一位，只是有正式与口语两种说法。grandparent 是“祖父母”的统称，grandfather / grandmother 是具体称呼；grandchild 是“孙辈”的统称，grandson（孙子）/ granddaughter（孙女）是具体说法。,grandparent|/'grændperənt/|n|（外）祖父/母; grandfather|/'grændfɑ:ðə/|n|祖父，始祖; grandmother|/'grændmʌðə/|n|祖母，女祖先; granddad|/ˈɡrændæd/|n|爷爷；外公; grandson|/'grændsʌn/|n|孙子，外孙; granddaughter|/'grændɔ:tə(r)/|n|孙女，外孙女; grandchild|/'grændtʃaild/|n|孙子女；外孙子女; cousin|/'kʌzən/|n|堂兄弟姊妹，表兄弟姊妹; uncle|/ʌŋkl/|n|叔叔，伯父，舅舅; nephew|/'nefju:/|n|侄子；外甥; niece|/ni:s/|n|侄女；外甥女,person|/'pɜ:sn/|n|人，人身，人称; people|/'pi:pl/|n pl|人，使住满人，人民 || married|/'mærid/|adj|已婚的，婚姻的,亲属总称（锚词：cousin）；婚姻（锚词：grandmother）,family tree|家谱，家族树; brothers and sisters|兄弟姐妹; uncle and aunt|叔叔和姑姑，舅舅和姨妈,今日回读：请重新朗读背诵第 32、47、55、58、60、61 天的句子。复现旧词：Christmas（第 61 天）之后祖孙同堂的延续、family 与 tree（第 3、31 天，“家族树”）、aunt（第 3 天，与 uncle 成对）。,"292,546,547,548,549,551,553,554,773,849,859,950,955,1392"
63,"At the school concert the band plays rock and pop songs: Sam the drums, Lily the piano, Ella the violin, Tom the guitar; I am a jazz and classical fan.",学校音乐会上，乐队演奏摇滚和流行歌曲：山姆打鼓，莉莉弹钢琴，埃拉拉小提琴，汤姆弹吉他；我是爵士乐和古典乐的乐迷。,本句用一般现在时描写音乐会现场：the band plays rock and pop songs 是主谓宾结构；冒号后面是四个并列部分，后三个省略了 plays（Sam the drums = Sam plays the drums）；表示“演奏某种乐器”用 play the + 乐器；末尾 I am a jazz and classical fan 用名词 fan 表示“……迷”。,concert|/'kɒnsət/|n|音乐会; band|/bænd/|n|带子，队，乐队; rock|/rɒk/|n|岩石；摇滚乐; pop|/pɒp/|n & adj|流行音乐；砰的一声；汽水; song|/sɒŋ/|n|歌曲; drum|/drʌm/|n|鼓，鼓声; piano|/pi'ɑ:nəu/|n|钢琴; violin|/.vaiə'lin/|n|小提琴; guitar|/gi'tɑ:/|n|吉他; jazz|/dʒæz/|n|爵士乐; classical|/'klæsikl/|adj|古典的，经典的; fan|/fæn/|n|风扇，迷，狂热者,"hip hop|/hip hɔp/|n|嘻哈音乐; rap|/ræp/|n|说唱音乐；轻敲; reggae|/'re,gei/|n|雷鬼音乐; opera|/'ɒpərə/|n|歌剧 || instrument|/'instrumənt/|n|乐器；仪器，工具; CD|/ˌsiː ˈdiː/|n|激光唱片；光盘",音乐流派（锚词：jazz）；乐器与载体（锚词：guitar）,play the guitar|弹吉他; rock band|摇滚乐队; pop music|流行音乐,今日回读：请重新朗读背诵第 33、48、56、59、61、62 天的句子。复现旧词：school（第 11 天）、play（第 19 天）、music（第 12 天）、Christmas（第 61 天，本场是学校圣诞音乐会）。扩展组复习旧词另在扩展块回读。,"91,208,243,277,370,439,569,608,658,679,905,964,996,1044,1053,1068,1189,1414"
64,"Seaview is smaller than the old town but better: larger houses, narrow streets, wide roads, a high hill, a low wall, more lights, less rain, and the most beautiful tree.",塞维尤比老家的小镇小，但更好：房子更大、街道更窄、马路更宽、山更高、墙更矮，灯更多、雨更少，还有一棵最漂亮的树。,本句用比较级和最高级对比新旧两个小镇：单音节形容词加 -er 构成比较级（smaller、larger），than 引出比较对象；better 是 good 的不规则比较级；多音节形容词用 more / most（the most beautiful）；less 表示“更少”，后面接不可数名词（less rain）。冒号后是并列的名词短语，省略了重复的谓语。,"than|/ðæn/|prep & conj|比; better|/'betə/|adj & adv|更好的；较好地; large|/lɑ:dʒ/|adj|大的，大量的，宽大的; narrow|/'nærəu/|adj|狭窄的; wide|/waid/|adj|宽的; high|/hai/|adj|高的，高级的，主要的; low|/ləu/|adj|低的，消沉的，低等的; more|/mɒ:/|adj, det, pron & adv|更多的；更; less|/les/|adj, det, pron & adv|少的，较少，小的; most|/məust/|adj, det, pron & adv|大多数；最",quite|/kwait/|adv|相当，十分; rather|/'ræðə/|adv|宁可；相当，有点 || small|/smɒ:l/|adj|小的; tall|/tɒ:l/|adj|高的; short|/ʃɒ:t/|adj|短的；矮的; easy|/'i:zi/|adj|容易的; difficult|/'difikəlt/|adj|困难的,程度副词（锚词：more）；反义复习（锚词：less）,better than|比……更好; narrow streets|狭窄的街道; the most beautiful|最美的（最高级）,今日回读：请重新朗读背诵第 34、49、57、60、62、63 天的句子。复现旧词：town（第 6 天）、old（第 6 天）、lights（第 61 天，圣诞灯）、tree（第 31 天）、beautiful（第 50 天）、rain（第 32 天）。扩展组复习词 small（第 2 天）、tall / short（第 50 天）、easy / difficult（第 12 天）随扩展块回读。,"116,604,709,722,756,817,819,840,1031,1045,1290,1460"
65,"Suppose we plan a party. Shall we call the cafe immediately? It is not far. Of course — maybe, perhaps: possible, not impossible, but not sure. Mrs Carter's appointment is fine.",我们筹划一个聚会吧。我们现在就给咖啡馆打电话好吗？那里不远。当然——也许、或许吧：是可能的，不是不可能，但我不太确定。卡特太太的预约没问题。,本句是露西的计划笔记。Suppose we ... 表示“要不我们……吧”，用来提出建议；Shall we ...? 是 shall 的典型用法，第一人称提建议、征求意见；of course、maybe、perhaps、possible、impossible、sure 是一组表示“确定程度”的说法，从最肯定到不确定依次排列；but not sure 承接前面的推测。,suppose|/sə'pəuz/|v|推想，认为; plan|/plæn/|n & v|计划；打算; shall|/ʃæl/|v|将要; call|/kɒ:l/|v|呼叫，叫喊，召集; cafe|/kɑ:'fei/|n|咖啡馆，酒店; immediately|/i'mi:diətli/|adv|直接地，立刻，立即; far|/fɑ:/|adv|远，很远; of course|/ɒv kɒ:s/|adv|当然; maybe|/'meibi:/|adv|也许，大概; perhaps|/pə'hæps/|adv|也许，大概; possible|/'pɒsəbl/|adj|可能的，潜在的，合适的; impossible|/im'pɒsəbl/|adj|不可能的，难以置信的，令人无法忍受的; sure|/ʃuə/|adj|确信的，肯定的; appointment|/ə'pɒintmənt/|n|预约；约会; fine|/fain/|adj|好的，晴朗的，健康的,address|/ə'dres/|n|地址 || certainly|/'sɜ:tənli/|adv|确定地,预约地址（锚词：appointment）；肯定与确定（锚词：sure）,of course|当然可以; plan a party|筹备一个聚会; an appointment with the doctor|与医生的预约,今日回读：请重新朗读背诵第 35、50、58、61、63、64 天的句子。复现旧词：party（第 47 天万圣节派对）、we / it / is / not（第 1-2 天）；Mrs Carter 是白名单人物（第 2 天起登场）。,"12,59,181,183,216,441,464,641,643,778,890,954,976,998,1115,1249,1250"
66,"What has happened since December? Granddad has already left; the flowers died; Christmas came, the new year begins; Tom has not found the card yet; the old tree is dead.",十二月以来都发生了什么？爷爷已经回去了；花都谢了；圣诞节过去了，新年就要开始；汤姆还没找到那张卡片；那棵老树也死了。,本句是露西的十二月回顾，重点是现在完成时（has / have + 过去分词）：has happened、has already left、has not found ... yet 都表示“到现在为止已经（还没）发生的事”。since + 时间点表示“自从……以来”，常与现在完成时连用；already 表示“已经”，yet 用在否定句末尾表示“还没”。句中也用一般过去时讲已经结束的事（died、came），用一般现在时讲眼前的事实（begins、is dead）。,happen|/'hæpən/|v|发生，恰巧; since|/sins/|prep|自...以后，自...以来; already|/ɒ:l'redi/|adv|已经，早已; leave|/li:v/|v|离开，出发，剩下; die|/dai/|v|死，死亡; come|/kʌm/|v|过来，来，到达; begin|/bi'gin/|v|开始; find|/faind/|v|发现，裁决，感到; yet|/jet/|adv|还，尚; dead|/ded/|adj|死的,born|/bɒ:n/|adj|出生的；天生的; life|/laif/|n|生活，生命，人生; live|/liv.laiv/|v|活着，生活；居住,生命阶段（锚词：die）,What has happened?|发生了什么事？; not yet|还没有; since December|自十二月以来,今日回读：请重新朗读背诵第 36、51、59、62、64、65 天的句子。复现旧词：December（第 16 天）、Christmas（第 61 天）、card（第 61 天贺卡）、Granddad（第 62 天）、tree 与 flowers（第 31 天）、old（第 6 天）。,"36,108,142,272,320,335,463,580,716,730,741,1141,1493"
67,"Together we fill a box and collect the small cards — even Tom pulls and pushes; Dad checks, fixes the star; I only use my hands to hold, point and choose.",我们一起把盒子装满、把小卡片收起来——连汤姆都在拉、在推；爸爸检查并修好了那颗星星；我只用自己的手去拿、去指、去挑。,本句用一般现在时描写一家人动手干活的连续镜头。pull / push / fill / collect 是一组动作动词，check（检查）和 fix（修理）常连用；only 表示“只”，even 表示“甚至”，都紧放在被强调的词前：I only use my hands（我只用手）、even Tom pulls（连汤姆都拉）。分号和破折号把几个并列动作连成一段画面。,together|/tə'geðə/|adv|一起，共同; fill|/fil/|v|装满，填充; collect|/kə'lekt/|v|收集，采集; even|/'i:vən/|adv|甚至; pull|/pul/|v|拉，拖，拔; push|/puʃ/|v|推; check|/tʃek/|v|检查，核对; fix|/fiks/|v|修理；安装; only|/'əunli/|adv & adj|只有，唯一的，仅仅; use|/ju:s/|v|使用，运用; hold|/həuld/|v|拿着；握住; point|/pɒint/|n & v|指，指向；要点; choose|/tʃu:z/|v|选择，挑选,own|/əun/|adj|自己的，嫡亲的，同胞的; borrow|/'bɒrəu/|v|借，借入，借用; belong|/bi'lɒŋ/|v|属于，合适 || fill in|/fil in/|phr v|填写，填充,拥有与借还（锚词：hold）；短语动词（锚词：fill）,fill in|填写，填入; use your hands|用你的手; check the answer|检查答案,今日回读：请重新朗读背诵第 37、52、60、63、65、66 天的句子。复现旧词：box（第 5 天）、cards（第 61 天贺卡）、star（第 61 天）、Dad（第 3 天）、Tom（第 3 天）、small（第 2 天）。扩展组里的 own / borrow / belong（锚词 hold）、fill in（锚词 fill）随扩展块回读。,"112,143,223,234,268,408,460,461,476,614,903,919,989,1017,1021,1335,1403"
68,"The school concert was brilliant, really excellent: lovely lights, pretty cards, amazing songs, a perfect tree, great food and pleasant music — a real, fantastic, wonderful Christmas, the best ever.",学校的音乐会太棒了，真是精彩：可爱的彩灯、漂亮的卡片、美妙的歌声、完美的圣诞树、美味的食物和悦耳的音乐——这是一个真正的、梦幻的、美妙的圣诞节，有史以来最好的一个。,本句是露西对圣诞音乐会的满口称赞，was 后面接一串褒义形容词（brilliant、excellent、lovely、pretty、amazing、perfect、great、pleasant、fantastic、wonderful）。really 放在形容词前加强语气（really excellent）；冒号和破折号后是并列的名词短语，省略了重复的主谓语；the best ever 是 good 的最高级加 ever，表示“有史以来最好的”。,brilliant|/'briljənt/|adj|灿烂的；极好的；聪颖的; really|/'riəli/|adv|确实，真的; excellent|/'ekslənt/|adj|优良的，杰出的，出色的; lovely|/'lʌvli/|adj|可爱的，有趣的; pretty|/'priti/|adj|漂亮的; amazing|/ə'meiziŋ/|adj|令人惊异的; perfect|/'pɜ:fikt/|adj|完美的; great|/greit/|adj|伟大的；极好的；大的; pleasant|/'pleznt/|adj|令人愉快的; real|/'riəl/|adj|真的，真实的; fantastic|/fæn'tæstik/|adj|极好的; wonderful|/'wʌndəful/|adj|令人惊奇的；极好的; ever|/'evə/|adv|曾经，究竟，永远,nice|/nais/|adj|美好的，令人愉快的; good|/gud/|adj|好的，优良的，上等的; beautiful|/'bju:tiful/|adj|美丽的,好极了复习（锚词：brilliant）,the best ever|有史以来最好的; a wonderful Christmas|美好的圣诞节; great food|美味的食物,今日回读：请重新朗读背诵第 38、53、61、64、66、67 天的句子。复现旧词：school（第 11 天）、concert 与 songs（第 63 天）、Christmas、lights、cards（第 61 天）、tree（第 31 天）、music（第 12 天）、food（第 27 天）、best 来自 good（第 50 天）。扩展组复习词 nice（第 7 天）、good / beautiful（第 50 天）随扩展块回读。,"40,158,410,418,440,557,755,953,985,1010,1049,1050,1476"
